u,g,r,i,z,u-g,g-r,r-i,i-z
16.52185,14.59051,13.96287,13.69634,13.31319,1.93134,0.62764,0.26653,0.38315
20.60222,19.70743,19.46803,19.3546,19.35446,0.89479,0.2394,0.11343,0.00014
17.72345,16.34351,15.79266,15.54009,15.4365,1.37994,0.55085,0.25257,0.10359
16.96335,15.80265,15.51144,15.3746,15.33889,1.1607,0.29121,0.13684,0.03571
18.93185,17.61524,17.08191,16.84947,16.76163,1.31661,0.53333,0.23244,0.08784
19.55279,18.3716,17.96497,17.77585,17.74815,1.18119,0.40663,0.18912,0.0277
19.77864,18.6643,18.30012,18.13072,18.11034,1.11434,0.36418,0.1694,0.02038
19.93592,18.78848,18.46993,18.35321,18.36629,1.14744,0.31855,0.11672,-0.01308
19.99905,19.08254,18.87027,18.78374,18.8522,0.91651,0.21227,0.08653,-0.06846
20.18207,19.15412,18.92154,18.8226,18.91372,1.02795,0.23258,0.09894,-0.09112
20.20408,19.28954,19.09096,19.02708,19.06001,0.91454,0.19858,0.06388,-0.03293
20.33723,19.37377,19.18648,19.07315,19.1706,0.96346,0.18729,0.11333,-0.09745
20.56584,19.55273,19.30124,19.22132,19.28959,1.01311,0.25149,0.07992,-0.06827
20.65674,19.67682,19.47341,19.36698,19.41266,0.97992,0.20341,0.10643,-0.04568
20.64603,19.62342,19.37678,19.29271,19.35146,1.02261,0.24664,0.08407,-0.05875
20.67628,19.69841,19.55774,19.47261,19.5109,0.97787,0.14067,0.08513,-0.03829
20.95535,19.98658,19.77921,19.66429,19.63689,0.96877,0.20737,0.11492,0.0274
21.06064,19.9596,19.72828,19.65387,19.83642,1.10104,0.23132,0.07441,-0.18255
21.10531,20.14959,19.8768,19.82862,19.87915,0.95572,0.27279,0.04818,-0.05053
17.39475,15.82662,15.20333,14.91203,14.78141,1.56813,0.62329,0.2913,0.13062
19.08002,17.81212,17.35315,17.153,17.03199,1.2679,0.45897,0.20015,0.12101
19.86034,18.96114,18.76573,18.64196,18.71075,0.8992,0.19541,0.12377,-0.06879
19.49586,18.55356,18.32623,18.2358,18.23441,0.9423,0.22733,0.09043,0.00139
21.06446,20.02521,19.76235,19.65241,19.89466,1.03925,0.26286,0.10994,-0.24225
21.00701,20.08741,19.78661,19.72202,19.81032,0.9196,0.3008,0.06459,-0.0883
18.36476,15.82707,14.70377,14.26919,14.04074,2.53769,1.1233,0.43458,0.22845
20.8931,19.79051,19.53213,19.36647,19.27161,1.10259,0.25838,0.16566,0.09486
20.39893,19.55808,19.11165,19.03429,18.91698,0.84085,0.44643,0.07736,0.11731
20.27282,19.27993,19.07059,18.97778,19.02641,0.99289,0.20934,0.09281,-0.04863
19.76328,18.77446,18.56737,18.46556,18.52606,0.98882,0.20709,0.10181,-0.0605
21.03257,19.86195,19.64333,19.5458,19.39759,1.17062,0.21862,0.09753,0.14821
20.15509,19.23676,18.99391,18.8597,18.81115,0.91833,0.24285,0.13421,0.04855
20.79008,19.62283,19.40868,19.24531,19.37691,1.16725,0.21415,0.16337,-0.1316
20.45571,19.56601,19.31215,19.22364,19.27528,0.8897,0.25386,0.08851,-0.05164
20.53815,19.69175,19.4758,19.36013,19.4598,0.8464,0.21595,0.11567,-0.09967
20.83631,19.81705,19.58097,19.49981,19.53888,1.01926,0.23608,0.08116,-0.03907
21.05027,20.16554,19.94237,19.81911,19.90551,0.88473,0.22317,0.12326,-0.0864
20.10431,19.02163,18.80027,18.69573,18.77676,1.08268,0.22136,0.10454,-0.08103
19.96656,18.85691,18.5946,18.50391,18.52554,1.10965,0.26231,0.09069,-0.02163
21.10839,20.04285,19.77862,19.66003,19.66508,1.06554,0.26423,0.11859,-0.00505
19.58414,18.54688,18.16453,18.02409,18.0197,1.03726,0.38235,0.14044,0.00439
20.50291,19.58139,19.39037,19.27673,19.18626,0.92152,0.19102,0.11364,0.09047
19.72,18.56843,18.16224,17.99514,17.93783,1.15157,0.40619,0.1671,0.05731
19.70316,18.71003,18.35714,18.20847,18.12331,0.99313,0.35289,0.14867,0.08516
20.88909,20.04349,19.74239,19.6436,19.68398,0.8456,0.3011,0.09879,-0.04038
19.62942,17.5385,16.624,16.11135,15.73022,2.09092,0.9145,0.51265,0.38113
20.04815,19.16264,18.91287,18.80466,18.86417,0.88551,0.24977,0.10821,-0.05951
20.00642,19.08915,18.88451,18.7582,18.72785,0.91727,0.20464,0.12631,0.03035
23.79566,20.84942,19.7282,18.68396,18.16667,2.94624,1.12122,1.04424,0.51729
20.17469,19.36098,19.11593,19.029,18.97881,0.81371,0.24505,0.08693,0.05019
20.55058,19.80217,19.5014,19.43437,19.50548,0.74841,0.30077,0.06703,-0.07111
20.78034,19.80283,19.55283,19.45085,19.49711,0.97751,0.25,0.10198,-0.04626
20.71994,19.82196,19.52404,19.41714,19.28662,0.89798,0.29792,0.1069,0.13052
20.89428,20.06098,19.76207,19.65416,19.7073,0.8333,0.29891,0.10791,-0.05314
21.39447,20.25058,19.98408,19.90656,19.91002,1.14389,0.2665,0.07752,-0.00346
21.40216,20.35178,19.95657,19.83831,19.81726,1.05038,0.39521,0.11826,0.02105
21.08134,20.16084,19.84447,19.74329,19.80426,0.9205,0.31637,0.10118,-0.06097
19.78685,18.9341,18.80179,18.80369,18.86395,0.85275,0.13231,-0.0019,-0.06026
20.14458,19.11776,18.86841,18.77208,18.85216,1.02682,0.24935,0.09633,-0.08008
20.0747,19.01271,18.75609,18.67985,18.6179,1.06199,0.25662,0.07624,0.06195
20.33971,19.33778,19.08304,18.98079,19.02378,1.00193,0.25474,0.10225,-0.04299
19.66151,18.51784,18.09112,17.9089,17.84304,1.14367,0.42672,0.18222,0.06586
20.64217,19.71345,19.44508,19.3568,19.21257,0.92872,0.26837,0.08828,0.14423
20.85983,19.87395,19.66334,19.46938,19.41431,0.98588,0.21061,0.19396,0.05507
20.36405,19.37705,19.16263,19.08241,19.04119,0.987,0.21442,0.08022,0.04122
19.46756,18.38634,17.97848,17.78493,17.70446,1.08122,0.40786,0.19355,0.08047
19.97813,18.97533,18.76566,18.67275,18.68894,1.0028,0.20967,0.09291,-0.01619
21.28063,20.22665,19.9974,19.83958,19.97952,1.05398,0.22925,0.15782,-0.13994
20.67666,19.80711,19.54474,19.45329,19.44868,0.86955,0.26237,0.09145,0.00461
20.62332,19.61223,19.38399,19.30937,19.37011,1.01109,0.22824,0.07462,-0.06074
20.3979,19.40152,19.17739,19.10073,19.03048,0.99638,0.22413,0.07666,0.07025
19.65501,18.43582,18.01409,17.81668,17.69633,1.21919,0.42173,0.19741,0.12035
20.90606,20.00271,19.76328,19.63734,19.68205,0.90335,0.23943,0.12594,-0.04471
20.15724,19.19504,18.9519,18.89305,18.88483,0.9622,0.24314,0.05885,0.00822
20.35336,19.45518,19.20013,19.12645,19.11733,0.89818,0.25505,0.07368,0.00912
19.96017,19.06646,18.86575,18.77109,18.64507,0.89371,0.20071,0.09466,0.12602
20.6676,19.90589,19.6626,19.54223,19.58359,0.76171,0.24329,0.12037,-0.04136
19.83721,18.94055,18.7063,18.57905,18.64395,0.89666,0.23425,0.12725,-0.0649
20.03403,19.0365,18.80616,18.6992,18.79471,0.99753,0.23034,0.10696,-0.09551
19.90071,19.04314,18.78193,18.70452,18.69268,0.85757,0.26121,0.07741,0.01184
20.90975,19.86744,19.6359,19.52279,19.62509,1.04231,0.23154,0.11311,-0.1023
21.13191,20.20366,19.9539,19.84552,19.76334,0.92825,0.24976,0.10838,0.08218
21.04589,20.13317,19.89582,19.78353,19.66111,0.91272,0.23735,0.11229,0.12242
21.1398,20.16905,19.95063,19.82861,19.831,0.97075,0.21842,0.12202,-0.00239
24.07006,20.94607,19.92583,19.26743,19.06694,3.12399,1.02024,0.6584,0.20049
21.24926,20.2654,19.98186,19.88643,19.78741,0.98386,0.28354,0.09543,0.09902
21.50831,20.23324,19.95922,19.86075,19.80839,1.27507,0.27402,0.09847,0.05236
21.67834,20.48488,19.69719,19.29508,19.03411,1.19346,0.78769,0.40211,0.26097
21.21219,20.20277,19.94912,19.84736,19.63984,1.00942,0.25365,0.10176,0.20752
16.59838,14.92512,14.26541,15.88396,13.7106,1.67326,0.65971,-1.61855,2.17336
17.13674,15.43804,14.82226,14.44611,14.31217,1.6987,0.61578,0.37615,0.13394
16.11242,14.97227,15.14393,15.23996,15.32586,1.14015,-0.17166,-0.09603,-0.0859
16.31748,15.10947,15.2112,15.22874,15.28911,1.20801,-0.10173,-0.01754,-0.06037
17.60873,16.09504,15.46777,15.13844,15.02347,1.51369,0.62727,0.32933,0.11497
16.81246,15.65936,15.57528,15.51288,15.5265,1.1531,0.08408,0.0624,-0.01362
16.93994,15.80327,15.57256,15.42963,15.42825,1.13667,0.23071,0.14293,0.00138
16.82166,15.66211,15.52249,15.41863,15.44204,1.15955,0.13962,0.10386,-0.02341
17.08006,15.91443,15.62678,15.44614,15.4159,1.16563,0.28765,0.18064,0.03024
16.76145,15.53048,15.64621,15.67619,15.75167,1.23097,-0.11573,-0.02998,-0.07548
17.82422,16.3554,15.79626,15.49884,15.39163,1.46882,0.55914,0.29742,0.10721
17.84159,16.4828,15.92364,15.65415,15.53767,1.35879,0.55916,0.26949,0.11648
18.21718,16.81703,16.29079,16.02693,15.93159,1.40015,0.52624,0.26386,0.09534
18.12967,16.96374,16.38244,16.07655,15.98031,1.16593,0.5813,0.30589,0.09624
19.08935,17.30346,16.49136,16.11524,15.9489,1.78589,0.8121,0.37612,0.16634
18.50541,17.19054,16.5528,16.2323,16.15844,1.31487,0.63774,0.3205,0.07386
18.4531,17.17257,16.61405,16.33142,16.25122,1.28053,0.55852,0.28263,0.0802
18.47416,17.1063,16.58183,16.30126,16.25667,1.36786,0.52447,0.28057,0.04459
18.4599,17.12098,16.61198,16.34958,16.25907,1.33892,0.509,0.2624,0.09051
18.67289,17.34524,16.85061,16.59184,16.50593,1.32765,0.49463,0.25877,0.08591
19.02576,17.67884,17.18886,16.92723,16.86092,1.34692,0.48998,0.26163,0.06631
19.0171,17.78817,17.27709,17.04021,16.96884,1.22893,0.51108,0.23688,0.07137
19.21117,17.97975,17.4563,17.20993,17.14278,1.23142,0.52345,0.24637,0.06715
19.30704,18.07674,17.57827,17.34301,17.28945,1.2303,0.49847,0.23526,0.05356
25.429,20.25328,18.80348,17.61704,17.03952,5.17572,1.4498,1.18644,0.57752
19.54153,18.33425,17.85959,17.63945,17.55005,1.20728,0.47466,0.22014,0.0894
19.62434,18.46347,17.93474,17.7386,17.69814,1.16087,0.52873,0.19614,0.04046
19.49177,18.41969,18.05431,17.85411,19.47418,1.07208,0.36538,0.2002,-1.62007
19.33381,18.30544,18.20499,18.26839,18.32129,1.02837,0.10045,-0.0634,-0.0529
19.80888,18.65772,18.16437,17.96889,18.02605,1.15116,0.49335,0.19548,-0.05716
19.86053,18.89902,18.57165,18.43461,18.41335,0.96151,0.32737,0.13704,0.02126
18.94892,19.89284,17.12618,16.5928,16.66783,-0.94392,2.76666,0.53338,-0.07503
16.9213,14.54338,14.5906,14.72813,12.74787,2.37792,-0.04722,-0.13753,1.98026
21.22011,20.22025,19.95516,19.75397,19.90745,0.99986,0.26509,0.20119,-0.15348
18.28694,17.09041,16.58516,16.33533,16.23522,1.19653,0.50525,0.24983,0.10011
19.58747,18.59397,18.17867,17.97551,17.89774,0.9935,0.4153,0.20316,0.07777
21.08958,20.15334,19.57255,19.25574,19.20693,0.93624,0.58079,0.31681,0.04881
17.4925,15.92255,15.26127,14.98821,14.84827,1.56995,0.66128,0.27306,0.13994
18.64773,17.59133,17.14204,16.93633,16.81842,1.0564,0.44929,0.20571,0.11791
19.7751,18.70997,18.39583,18.23046,18.16224,1.06513,0.31414,0.16537,0.06822
17.26345,15.73184,15.10149,14.81126,14.68367,1.53161,0.63035,0.29023,0.12759
19.02678,17.86606,17.37805,17.14141,17.01814,1.16072,0.48801,0.23664,0.12327
20.26914,19.33652,19.10944,18.97954,18.88835,0.93262,0.22708,0.1299,0.09119
17.41603,16.30062,15.9318,15.79497,15.77183,1.11541,0.36882,0.13683,0.02314
19.60466,18.54116,18.10875,17.93978,17.84792,1.0635,0.43241,0.16897,0.09186
19.75093,18.80363,18.58489,18.49054,18.41354,0.9473,0.21874,0.09435,0.077
18.08164,16.78711,16.24273,15.98658,15.88919,1.29453,0.54438,0.25615,0.09739
21.39136,20.25403,19.93311,19.8511,19.92092,1.13733,0.32092,0.08201,-0.06982
18.4074,16.86273,16.29226,16.06668,16.00466,1.54467,0.57047,0.22558,0.06202
20.54424,19.5267,19.2951,19.20399,19.29372,1.01754,0.2316,0.09111,-0.08973
20.7165,19.72708,19.44084,19.32235,19.41038,0.98942,0.28624,0.11849,-0.08803
20.97748,19.97056,19.66321,19.58569,19.65475,1.00692,0.30735,0.07752,-0.06906
21.0513,20.08828,19.76717,19.63364,19.84525,0.96302,0.32111,0.13353,-0.21161
21.00623,20.12533,19.79146,19.69765,19.7212,0.8809,0.33387,0.09381,-0.02355
21.41033,20.30079,19.97392,19.83662,19.73813,1.10954,0.32687,0.1373,0.09849
21.21823,20.05519,19.70177,19.52939,19.52158,1.16304,0.35342,0.17238,0.00781
16.95893,15.10616,14.37843,14.52492,13.8534,1.85277,0.72773,-0.14649,0.67152
19.78122,18.91544,18.6164,18.55865,18.56226,0.86578,0.29904,0.05775,-0.00361
20.61503,19.74072,19.49114,19.41013,19.45349,0.87431,0.24958,0.08101,-0.04336
20.69009,19.93733,19.62222,19.53246,19.68706,0.75276,0.31511,0.08976,-0.1546
20.84324,19.92259,19.59452,19.52093,19.47001,0.92065,0.32807,0.07359,0.05092
21.22587,20.07563,19.71835,19.66797,19.60524,1.15024,0.35728,0.05038,0.06273
21.1381,20.28257,19.87646,20.2137,19.76611,0.85553,0.40611,-0.33724,0.44759
17.59182,16.17768,15.58323,15.29647,15.18315,1.41414,0.59445,0.28676,0.11332
19.85391,19.15216,18.59077,18.45315,18.62163,0.70175,0.56139,0.13762,-0.16848
19.75445,18.91727,18.48607,18.39213,18.42722,0.83718,0.4312,0.09394,-0.03509
20.75123,19.81768,19.5197,19.4158,19.55089,0.93355,0.29798,0.1039,-0.13509
20.84931,19.92677,19.65323,19.62467,19.4823,0.92254,0.27354,0.02856,0.14237
22.11405,19.79594,18.56126,18.09408,17.85252,2.31811,1.23468,0.46718,0.24156
21.31273,20.42066,19.99672,19.88748,19.86995,0.89207,0.42394,0.10924,0.01753
18.56664,17.24121,16.72655,16.48661,16.41775,1.32543,0.51466,0.23994,0.06886
17.00762,15.76389,15.35914,15.14424,15.08188,1.24373,0.40475,0.2149,0.06236
19.59735,18.62689,18.29151,18.12598,18.09333,0.97046,0.33538,0.16553,0.03265
19.8559,18.87051,18.58723,18.44367,18.37898,0.98539,0.28328,0.14356,0.06469
20.42241,19.35997,19.08091,18.92506,19.01493,1.06244,0.27906,0.15585,-0.08987
20.40107,19.43122,19.18655,19.06393,19.02882,0.96985,0.24467,0.12262,0.03511
20.97979,20.21077,19.88045,19.75989,19.68165,0.76902,0.33032,0.12056,0.07824
20.81228,20.02816,19.74753,19.63126,19.5306,0.78412,0.28063,0.11627,0.10066
21.16389,20.06946,19.79337,19.64989,19.59202,1.09443,0.27609,0.14348,0.05787
20.57412,19.61639,19.36507,19.20189,19.20077,0.95773,0.25132,0.16318,0.00112
20.89188,19.92452,19.69146,19.46342,19.54396,0.96736,0.23306,0.22804,-0.08054
19.07378,18.01792,17.53999,17.32555,17.24447,1.05586,0.47793,0.21444,0.08108
20.38119,19.39627,19.16969,19.02176,19.24522,0.98492,0.22658,0.14793,-0.22346
21.55796,20.34513,19.98938,19.8351,19.83048,1.21283,0.35575,0.15428,0.00462
22.72185,20.76453,19.98909,19.81455,20.44158,1.95732,0.77544,0.17454,-0.62703
20.77456,19.87876,19.5845,19.50108,19.48522,0.8958,0.29426,0.08342,0.01586
21.15743,20.14539,19.85662,19.69478,19.90769,1.01204,0.28877,0.16184,-0.21291
20.99412,20.11239,19.80366,19.68646,19.65631,0.88173,0.30873,0.1172,0.03015
21.0832,20.15895,19.85461,19.72683,19.83709,0.92425,0.30434,0.12778,-0.11026
20.3901,19.53127,19.31348,19.22231,19.23398,0.85883,0.21779,0.09117,-0.01167
21.02332,20.01171,19.6666,19.58861,19.54165,1.01161,0.34511,0.07799,0.04696
19.46602,18.52135,18.25816,18.157,18.15751,0.94467,0.26319,0.10116,-0.00051
20.83534,19.58743,19.02992,18.77385,18.66177,1.24791,0.55751,0.25607,0.11208
20.87868,19.96164,19.69524,19.60299,19.63913,0.91704,0.2664,0.09225,-0.03614
19.55419,18.38638,17.902,17.68684,17.58998,1.16781,0.48438,0.21516,0.09686
21.08066,19.94571,19.69743,19.57998,19.5917,1.13495,0.24828,0.11745,-0.01172
20.86605,19.79589,19.50042,19.44553,19.39703,1.07016,0.29547,0.05489,0.0485
19.34099,18.11472,17.64886,17.41262,17.36515,1.22627,0.46586,0.23624,0.04747
21.7417,20.44262,19.53222,18.75907,18.25081,1.29908,0.9104,0.77315,0.50826
21.39637,20.28298,19.82061,19.76363,19.80621,1.11339,0.46237,0.05698,-0.04258
19.83483,18.88833,18.61458,18.5421,18.66098,0.9465,0.27375,0.07248,-0.11888
20.3802,19.51619,19.21579,19.13866,19.09825,0.86401,0.3004,0.07713,0.04041
20.96625,20.06075,19.76458,19.70072,19.67598,0.9055,0.29617,0.06386,0.02474
20.65024,19.74825,19.47948,19.37218,19.2634,0.90199,0.26877,0.1073,0.10878
19.70529,18.70555,18.29746,18.13335,18.13811,0.99974,0.40809,0.16411,-0.00476
21.4266,20.34179,19.96981,19.92264,19.83035,1.08481,0.37198,0.04717,0.09229
20.29635,18.85076,18.22254,17.99509,17.89295,1.44559,0.62822,0.22745,0.10214
19.64367,18.69708,18.27249,18.11352,18.08054,0.94659,0.42459,0.15897,0.03298
19.69244,18.77268,18.48044,18.36808,18.28523,0.91976,0.29224,0.11236,0.08285
20.21048,19.26925,18.96894,18.88499,18.91523,0.94123,0.30031,0.08395,-0.03024
20.7784,19.83199,19.54872,19.42379,19.55057,0.94641,0.28327,0.12493,-0.12678
20.01366,19.13649,18.86942,18.7841,18.82948,0.87717,0.26707,0.08532,-0.04538
20.39481,19.40499,19.19189,19.09186,19.09704,0.98982,0.2131,0.10003,-0.00518
20.65324,19.63339,19.38029,19.28959,19.3339,1.01985,0.2531,0.0907,-0.04431
20.26625,19.39998,19.16755,19.09216,19.07644,0.86627,0.23243,0.07539,0.01572
19.74337,18.74925,18.42965,18.27091,18.30285,0.99412,0.3196,0.15874,-0.03194
21.09991,19.88174,19.56019,19.44804,19.53606,1.21817,0.32155,0.11215,-0.08802
20.69547,19.90341,19.58697,19.50475,19.57135,0.79206,0.31644,0.08222,-0.0666
21.14421,20.28598,19.93868,19.84911,19.69403,0.85823,0.3473,0.08957,0.15508
19.6964,18.51773,18.0686,17.87813,17.86664,1.17867,0.44913,0.19047,0.01149
19.36799,18.10276,17.6112,17.41005,17.3486,1.26523,0.49156,0.20115,0.06145
20.3184,19.45267,19.23449,19.11366,19.21222,0.86573,0.21818,0.12083,-0.09856
20.44585,19.48677,19.18815,19.12127,19.11982,0.95908,0.29862,0.06688,0.00145
21.03885,19.84363,19.53577,19.44024,19.55631,1.19522,0.30786,0.09553,-0.11607
20.80567,19.83519,19.51764,19.41978,19.35908,0.97048,0.31755,0.09786,0.0607
20.93034,20.04882,19.73456,19.59732,19.48206,0.88152,0.31426,0.13724,0.11526
21.44932,20.2435,19.93181,19.80189,19.86674,1.20582,0.31169,0.12992,-0.06485
21.12598,20.26531,19.90825,19.76428,19.72941,0.86067,0.35706,0.14397,0.03487
21.01063,20.09953,19.75928,19.46975,19.39247,0.9111,0.34025,0.28953,0.07728
21.4083,20.2886,19.95543,19.90283,19.89757,1.1197,0.33317,0.0526,0.00526
21.46764,20.56491,19.70793,19.39352,19.51571,0.90273,0.85698,0.31441,-0.12219
21.112,20.13675,19.87358,19.82184,19.77118,0.97525,0.26317,0.05174,0.05066
20.92825,20.04199,19.73878,19.56934,19.75549,0.88626,0.30321,0.16944,-0.18615
20.87676,19.97644,19.67332,19.56617,19.47908,0.90032,0.30312,0.10715,0.08709
