kepid,kepler_name,koi_period,koi_time0bk,koi_duration
KIC 8410727,Kepler-270 b,11.47609015,135.39622,5.046
KIC 8414716,Kepler-721 b,5.392026903,171.72707,2.9804
KIC 8415200,Kepler-1328 b,4.52158614,133.21804,3.4702
KIC 8416523,Kepler-1604 b,0.341842017,131.660336,1.1554
KIC 8426567,Kepler-1013 b,18.93055119,143.25058,3.372
KIC 8463346,Kepler-436 c,16.79716262,134.0417,3.83
KIC 8478994,Kepler-37 b,13.3669309,184.0734,3.733
KIC 8480285,Kepler-647 b,16.2254975,144.02673,6.471
KIC 8481129,Kepler-1223 b,16.3012727,133.79446,3.974
KIC 8490993,Kepler-722 b,4.093578461,171.00954,2.5833
KIC 8491277,Kepler-498 b,9.61375316,132.185679,4.654
KIC 8492026,Kepler-1054 b,4.30656389,132.44098,4.1107
KIC 8494410,Kepler-1516 b,7.2593226,131.71082,6.1394
KIC 8495415,Kepler-1208 b,11.08507658,355.03627,1.751
KIC 8505670,Kepler-252 b,6.66833241,137.43988,1.915
KIC 8505670,Kepler-252 c,10.8484518,171.80584,2.9993
KIC 8507475,Kepler-1585 b,3.58273837,134.95108,1.523
KIC 8543100,Kepler-1033 b,7.56052209,134.47889,3.8573
KIC 8544992,Kepler-388 b,3.17323012,133.69979,1.9094
KIC 8544992,Kepler-388 c,13.2970695,140.94606,3.283
KIC 8544996,Kepler-723 b,4.082274889,169.6375652,3.23015
KIC 8547140,Kepler-801 b,11.41926141,137.66894,3.9908
KIC 8552719,Kepler-953 c,9.10969334,133.06566,5.3181
KIC 8557374,Kepler-213 b,2.462344253,171.84315,1.8113
KIC 8557374,Kepler-213 c,4.822969318,134.43535,0.8752
KIC 8558011,Kepler-607 b,0.638162933,131.74826,1.2313
KIC 8559152,Kepler-1256 b,12.4128518,140.35679,4.298
KIC 8559644,Kepler-111 b,3.341799486,141.35472,2.9254
KIC 8561063,Kepler-42 b,1.213770423,170.483645,0.5532
KIC 8561063,Kepler-42 c,0.453287416,133.869741,0.4445
KIC 8561063,Kepler-42 d,1.865114193,133.792344,0.4279
KIC 8564587,Kepler-57 b,5.729317577,138.559971,1.1816
KIC 8564587,Kepler-57 c,11.60908533,133.99324,2.2603
KIC 8564674,Kepler-349 b,5.92972237,135.49811,2.518
KIC 8564674,Kepler-349 c,12.2476121,138.2196,3.209
KIC 8565266,Kepler-608 b,6.412512953,169.879804,5.2677
KIC 8573193,Kepler-1591 b,8.18504859,134.554,4.673
KIC 8609450,Kepler-282 b,9.2207691,138.0072,4.907
KIC 8609450,Kepler-282 c,13.6396648,141.7301,5.425
KIC 8612275,Kepler-360 b,3.289726319,131.75522,2.3274
KIC 8612275,Kepler-360 c,7.18644594,136.62345,1.4972
KIC 8612847,Kepler-800 b,14.13175309,142.26044,4.0136
KIC 8613535,Kepler-1165 b,9.47850818,140.16526,6.154
KIC 8616637,Kepler-190 b,2.019997006,170.07102,1.8073
KIC 8616637,Kepler-190 c,3.763041531,132.59298,1.6011
KIC 8625925,Kepler-609 b,6.521209629,175.7111,2.7975
KIC 8628758,Kepler-804 b,14.37457572,138.20189,4.7892
KIC 8628758,Kepler-804 c,9.65188331,132.15947,4.296
KIC 8628973,Kepler-724 b,3.314947362,171.313058,1.8007
KIC 8630788,Kepler-281 b,14.64613058,136.5227,5.688
KIC 8644288,Kepler-18 b,3.504691252,133.511941,1.9811
KIC 8644288,Kepler-18 c,7.641567589,135.407564,3.41018
KIC 8644288,Kepler-18 d,14.85890852,128.154869,3.5252
KIC 8653134,Kepler-1643 b,5.34264143,134.38122,2.453
KIC 8680979,Kepler-330 b,8.25980352,137.47021,2.928
KIC 8680979,Kepler-330 c,15.95541913,143.30236,3.9851
KIC 8681734,Kepler-1198 b,7.68478504,137.64035,2.447
KIC 8681833,Kepler-1372 b,1.311558909,131.53283,1.919
KIC 8685497,Kepler-914 b,4.4096675,132.45003,2.1418
KIC 8689373,Kepler-253 b,3.78402867,133.28133,1.9012
KIC 8689373,Kepler-253 c,10.28194593,175.33988,3.4366
KIC 8689373,Kepler-253 d,18.11993039,182.61535,4.2309
KIC 8689793,Kepler-1003 b,3.554856338,131.80398,2.1004
KIC 8692861,Kepler-69 b,13.7223682,137.84083,5.1231
KIC 8700771,Kepler-806 b,8.0922105,138.04535,5.7696
KIC 8711794,Kepler-463 b,8.981014925,136.649307,1.8478
KIC 8733898,Kepler-446 b,1.565412613,132.91281,0.7572
KIC 8733898,Kepler-446 c,3.036208739,134.06146,0.9324
KIC 8733898,Kepler-446 d,5.14892346,133.31971,0.9613
KIC 8738735,Kepler-214 b,15.66057688,146.3487,7.012
KIC 8750043,Kepler-1055 b,2.29503515,132.69329,1.654
KIC 8751796,Kepler-1435 b,4.45342418,133.09066,3.654
KIC 8753657,Kepler-406 b,2.426304127,170.455517,2.6624
KIC 8753657,Kepler-406 c,4.62334491,132.37083,3.0189
KIC 8753896,Kepler-389 b,3.24417541,132.94014,1.992
KIC 8753896,Kepler-389 c,14.5123622,143.8154,4.163
KIC 8757824,Kepler-1275 b,3.65690909,134.95269,2.064
KIC 8760040,Kepler-1396 b,18.2206024,141.37607,5.109
KIC 8766650,Kepler-1008 b,12.43929428,136.37952,3.176
KIC 8773015,Kepler-1586 b,15.604841,131.9989,4.543
KIC 8780959,Kepler-1518 b,5.1117547,133.76122,3.281
KIC 8801316,Kepler-1394 b,3.93766786,135.27724,4.655
KIC 8802165,Kepler-648 b,17.42115972,184.245906,4.9974
KIC 8804845,Kepler-1067 b,0.762132307,131.61542,1.22
KIC 8822216,Kepler-610 b,6.996926239,175.914281,2.7374
KIC 8826168,Kepler-980 b,11.55103848,134.90803,3.3601
KIC 8826878,Kepler-727 b,5.15448142,171.6389,3.228
KIC 8832512,Kepler-963 b,9.97682072,131.76825,3.4873
KIC 8845205,Kepler-560 b,18.47762694,185.269061,1.94
KIC 8866102,Kepler-410 A b,17.83367834,181.233943,4.5112
KIC 8874090,Kepler-834 b,13.32389352,135.24585,3.2208
KIC 8878187,Kepler-650 b,3.032147946,171.734281,3.8627
KIC 8883329,Kepler-393 b,9.18244299,134.04601,4.318
KIC 8883329,Kepler-393 c,14.6134781,140.41368,5.266
KIC 8883593,Kepler-728 b,5.743469797,174.898924,3.4412
KIC 8884274,Kepler-1374 b,10.65275054,136.08994,2.684
KIC 8885643,Kepler-1346 b,3.40165617,132.06195,1.9617
KIC 8890150,Kepler-395 b,7.05429483,136.18961,1.716
KIC 8890783,Kepler-561 c,5.350156114,195.761347,2.2647
KIC 8892157,Kepler-1149 b,3.73090026,132.89428,2.9095
KIC 8892303,Kepler-1314 b,5.424749327,133.728952,1.139
KIC 8895758,Kepler-1427 b,0.968980781,132.41921,1.517
KIC 8947520,Kepler-1264 b,0.968527683,131.50954,1.3672
KIC 8950568,Kepler-85 b,8.30537702,139.7437,3.751
KIC 8950568,Kepler-85 c,12.51353325,139.42461,4.301
KIC 8950568,Kepler-85 d,17.9134215,135.52921,4.364
KIC 8956206,Kepler-1071 b,6.17998508,132.72278,2.1094
KIC 8962094,Kepler-215 b,9.36059705,171.97292,3.2069
KIC 8962094,Kepler-215 c,14.6672293,145.42058,3.742
KIC 8972058,Kepler-115 b,2.403640701,134.73065,1.4012
KIC 8972058,Kepler-115 c,8.99088621,136.73923,4.2447
KIC 8978528,Kepler-329 b,7.41634701,135.85372,2.1362
KIC 8978528,Kepler-329 c,18.6848377,136.14587,3.7965
KIC 9002278,Kepler-62 b,5.71489692,170.921904,2.3572
KIC 9002278,Kepler-62 c,12.4418003,134.6507,3.572
KIC 9002278,Kepler-62 d,18.16407304,180.812425,2.9355
KIC 9006186,Kepler-1130 b,5.45298742,134.15183,2.1328
KIC 9006449,Kepler-295 b,12.64504291,138.63149,9.117
KIC 9008737,Kepler-404 b,11.8288843,137.6991,3.337
KIC 9008737,Kepler-404 c,14.7512034,137.1559,1.25
KIC 9009036,Kepler-1616 b,6.76289308,135.6771,6.204
KIC 9015738,Kepler-909 b,13.93291548,139.41058,2.6239
KIC 9020160,Kepler-191 b,9.93962361,131.58267,3.432
KIC 9020160,Kepler-191 c,17.73842886,148.99011,3.0049
KIC 9020160,Kepler-191 d,5.945043548,170.472237,2.7004
KIC 9034103,Kepler-832 b,7.13969705,137.18652,3.981
KIC 9044228,Kepler-1039 b,0.934885365,131.580676,1.4083
KIC 9070666,Kepler-1408 b,2.99792926,131.76579,4.398
KIC 9076513,Kepler-611 b,2.437029217,170.73808,3.2005
KIC 9076971,Kepler-1400 b,9.06687613,134.75185,3.381
KIC 9077124,Kepler-729 b,3.166353562,170.966145,3.3129
KIC 9092504,Kepler-1322 b,0.962864171,132.12548,1.6802
KIC 9100953,Kepler-1610 b,8.70179611,138.24633,3.048
KIC 9101496,Kepler-335 b,6.56226483,132.61123,4.0144
KIC 9112931,Kepler-1161 b,10.71253475,137.16499,2.7186
KIC 9115800,Kepler-548 b,4.454194254,172.8202233,2.3061
KIC 9139084,Kepler-523 b,5.83599485,169.87446,2.062
KIC 9141746,Kepler-730 b,6.491682808,174.633553,4.301
KIC 9146018,Kepler-192 b,9.9267215,175.68671,3.8428
KIC 9146018,Kepler-192 d,6.47027706,136.50567,3.343
KIC 9153570,Kepler-1295 b,3.81371423,132.57465,1.973
KIC 9157634,Kepler-586 b,2.104721971,171.044219,1.7547
KIC 9166862,Kepler-731 b,3.855603916,170.6787843,3.2179
KIC 9183378,Kepler-1571 b,3.38557445,133.97411,1.879
KIC 9209624,Kepler-387 b,6.79164656,136.48519,3.343
KIC 9209624,Kepler-387 c,11.8376933,142.21212,3.381
KIC 9214942,Kepler-833 b,18.75470238,141.7172,3.0331
KIC 9216775,Kepler-1612 b,3.91794676,132.86384,2.549
KIC 9221517,Kepler-1173 b,0.769854899,132.51944,1.0243
KIC 9229657,Kepler-1257 b,2.66831274,131.68823,2.4141
KIC 9230021,Kepler-1497 b,8.74192361,135.42727,4.235
KIC 9264949,Kepler-835 b,11.41911886,186.30498,5.135
KIC 9269042,Kepler-1221 b,12.00089667,142.04182,3.266
KIC 9271752,Kepler-836 b,11.36113254,136.92584,4.1886
KIC 9272070,Kepler-1555 b,8.10503551,135.88389,4.459
KIC 9277896,Kepler-915 b,4.59489816,133.83995,3.1381
KIC 9278725,Kepler-1148 b,1.104462494,132.32134,1.0458
KIC 9279669,Kepler-612 b,3.722158895,171.560055,1.9941
KIC 9285265,Kepler-1491 b,16.5860329,133.28136,7.043
KIC 9285568,Kepler-1575 b,2.55315031,132.44849,1.849
KIC 9304101,Kepler-1079 b,13.24503482,142.00573,4.4078
KIC 9305831,Kepler-44 b,3.246732048,133.379165,3.0535
KIC 9334289,Kepler-254 b,5.826657508,173.011411,2.9183
KIC 9334289,Kepler-254 c,12.41216347,142.54039,3.739
KIC 9334289,Kepler-254 d,18.74649011,147.13074,3.895
KIC 9336200,Kepler-1153 b,1.755843555,133.15509,1.9425
KIC 9351316,Kepler-1086 b,18.78429232,137.88207,3.1136
KIC 9351920,Kepler-1111 b,8.79618433,135.67645,3.3781
KIC 9353314,Kepler-1007 b,5.18498961,131.8814,2.1397
KIC 9353742,Kepler-1523 b,0.938750221,131.68256,1.3568
KIC 9364290,Kepler-382 b,5.26211833,136.37566,3.244
KIC 9364290,Kepler-382 c,12.1628195,137.52402,2.3161
KIC 9364609,Kepler-1114 b,14.97436238,141.50057,2.4461
KIC 9388479,Kepler-732 b,9.467821474,178.415842,2.4327
KIC 9388479,Kepler-732 c,0.893040969,134.540342,1.0981
KIC 9390653,Kepler-504 b,9.549277089,175.757183,1.5832
KIC 9391208,Kepler-837 b,16.56062577,133.49703,2.611
KIC 9391506,Kepler-838 b,15.74958583,150.24579,4.6672
KIC 9395024,Kepler-1216 b,4.37033233,131.92696,2.845
KIC 9395719,Kepler-1250 b,2.607545159,131.83453,1.3916
KIC 9410930,Kepler-41 b,1.855557556,137.181028,2.35672
KIC 9411166,Kepler-1016 b,1.954525966,132.29679,2.0944
KIC 9411412,Kepler-1096 b,2.892216772,132.87726,1.3596
KIC 9412623,Kepler-1618 b,6.1082945,131.8756,3.493
KIC 9412760,Kepler-345 b,7.41556471,137.81512,1.973
KIC 9412760,Kepler-345 c,9.38740646,137.38383,1.6165
KIC 9415108,Kepler-1108 b,4.51005082,134.56954,2.1533
KIC 9415172,Kepler-255 b,5.71462396,132.63866,2.336
KIC 9415172,Kepler-255 c,9.94602357,171.70192,3.3862
KIC 9415172,Kepler-255 d,1.04562195,133.91912,1.8955
KIC 9450647,Kepler-465 b,9.940666412,135.21559,3.9092
KIC 9451706,Kepler-127 b,14.4359459,141.51253,3.414
KIC 9455325,Kepler-958 b,9.76785911,139.43968,2.1649
KIC 9455556,Kepler-294 b,3.70122061,180.27172,2.523
KIC 9455556,Kepler-294 c,6.62643441,183.98789,3.1752
KIC 9458343,Kepler-1156 b,11.89520436,132.8908,3.433
KIC 9458613,Kepler-33 b,5.66815821,131.88743,4.9064
KIC 9458613,Kepler-33 c,13.17555999,143.6789,6.6677
KIC 9466668,Kepler-256 b,1.620467654,132.06388,2.1888
KIC 9466668,Kepler-256 c,3.388012244,170.5336,2.6849
KIC 9466668,Kepler-256 d,5.83909761,132.09261,3.1915
KIC 9466668,Kepler-256 e,10.6816951,131.55082,3.605
KIC 9467404,Kepler-1323 b,0.929906166,132.25126,1.743
KIC 9468551,Kepler-1399 b,1.638652525,132.29025,1.952
KIC 9471268,Kepler-326 b,2.248288213,133.425805,2.0361
KIC 9471268,Kepler-326 c,4.580346161,134.0754,2.097
KIC 9471268,Kepler-326 d,6.76690759,136.61633,1.7062
KIC 9473078,Kepler-1087 b,0.693842661,132.18157,1.6197
KIC 9475552,Kepler-1315 b,0.843379985,131.966174,1.4474
KIC 9479273,Kepler-734 b,6.104849417,169.573477,4.6912
KIC 9480189,Kepler-257 b,2.382652873,170.66626,1.8888
KIC 9480189,Kepler-257 c,6.581477136,174.787814,3.0896
KIC 9489524,Kepler-352 b,10.05550267,173.2234,2.951
KIC 9489524,Kepler-352 c,16.33269981,136.90909,2.174
KIC 9512687,Kepler-735 b,11.51517167,174.85855,2.006
KIC 9513865,Kepler-736 b,3.601465336,171.99184,2.2753
KIC 9518318,Kepler-346 b,6.51112385,131.70646,1.6919
KIC 9527334,Kepler-461 b,8.31377304,175.99137,2.964
KIC 9527915,Kepler-478 b,13.22175358,139.570627,2.7884
KIC 9529744,Kepler-320 b,8.37159554,137.68075,5.252
KIC 9529744,Kepler-320 c,17.9346606,138.21679,6.25
KIC 9530945,Kepler-216 b,7.69363627,176.5035,5.0324
KIC 9530945,Kepler-216 c,17.40665216,171.00688,6.864
KIC 9532052,Kepler-67 b,15.72585941,133.98774,3.8284
KIC 9549648,Kepler-999 b,5.99185827,136.88244,1.7215
KIC 9570741,Kepler-613 b,15.77980122,175.96934,4.0369
KIC 9573539,Kepler-484 b,10.04556377,129.09371,3.2027
KIC 9573685,Kepler-1074 b,5.94565516,133.99359,2.1604
KIC 9579641,Kepler-105 b,5.412203927,133.143089,2.9472
KIC 9579641,Kepler-105 c,7.12594387,139.00492,3.0014
KIC 9583881,Kepler-562 b,18.00932214,182.441015,4.9611
KIC 9589323,Kepler-861 b,3.949627144,134.61096,1.5485
KIC 9590976,Kepler-217 b,5.37493289,170.93379,3.9567
KIC 9590976,Kepler-217 c,8.58600968,137.95984,3.3443
KIC 9590976,Kepler-217 d,3.88688862,132.4955,3.683
KIC 9595827,Kepler-71 b,3.905081685,133.4150433,2.8213
KIC 9597058,Kepler-962 b,12.05705659,135.41595,2.3462
KIC 9597345,Kepler-218 b,3.619309734,135.44164,3.0504
KIC 9597806,Kepler-860 b,5.101375725,357.48217,2.595
KIC 9607164,Kepler-614 b,14.03490255,171.60491,3.638
KIC 9631762,Kepler-615 b,10.35586478,175.68106,2.8431
KIC 9631995,Kepler-422 b,7.891448838,177.2499624,4.2854
KIC 9636135,Kepler-864 b,5.83376197,138.74892,3.9988
KIC 9642292,Kepler-1392 b,15.1408916,143.74584,4.359
KIC 9643874,Kepler-856 b,8.027681123,360.171355,3.0942
KIC 9649706,Kepler-1072 b,1.569066598,133.04032,2.7803
KIC 9651668,Kepler-423 b,2.684328541,133.3548095,2.69382
KIC 9656252,Kepler-1068 b,16.92342126,145.81407,4.1864
KIC 9664142,Kepler-1305 b,13.5631157,140.65364,5.438
KIC 9693006,Kepler-1385 b,2.88878583,132.33651,2.977
KIC 9696358,Kepler-1274 b,6.98141327,132.7883,6.527
KIC 9702072,Kepler-652 b,4.182001885,172.789576,2.2209
KIC 9704384,Kepler-1012 b,5.50860699,132.2983,3.0788
KIC 9716391,Kepler-1413 b,13.1829329,141.82648,3.594
KIC 9717943,Kepler-1169 b,6.11010439,136.91214,2.314
KIC 9718066,Kepler-378 b,16.09227518,142.51659,2.1072
KIC 9726659,Kepler-862 b,3.148661555,356.93612,2.1978
KIC 9729691,Kepler-949 b,8.689301216,133.661284,2.563
KIC 9730163,Kepler-445 b,2.984157711,133.11908,1.2637
KIC 9730163,Kepler-445 c,4.871223664,133.64255,1.5916
KIC 9730163,Kepler-445 d,8.15275885,134.19046,1.746
KIC 9735426,Kepler-979 b,8.08801663,138.73516,1.8334
KIC 9753154,Kepler-1244 b,3.70429015,132.21478,3.37
KIC 9757613,Kepler-26 b,12.282998287,170.39809,2.7096
KIC 9757613,Kepler-26 c,17.25121397,149.886479,2.0371
KIC 9757613,Kepler-26 d,3.543919702,136.26075,1.8717
KIC 9761615,Kepler-1528 b,1.79110997,131.95636,2.0917
KIC 9763348,Kepler-982 b,15.77382794,137.53051,4.957
KIC 9763612,Kepler-1507 b,16.0505464,141.73408,3.171
KIC 9765975,Kepler-877 b,18.45848388,138.1635,3.3703
KIC 9766437,Kepler-739 b,12.53248222,170.76535,4.0168
KIC 9775938,Kepler-258 b,13.19720694,171.545479,3.4872
KIC 9782691,Kepler-193 b,11.38840217,174.55377,3.6949
KIC 9787239,Kepler-32 b,5.90127815,171.40674,2.1979
KIC 9787239,Kepler-32 c,8.75209691,170.63671,2.3742
KIC 9787239,Kepler-32 e,2.896005211,133.61228,1.6776
KIC 9787239,Kepler-32 f,0.742957911,133.27936,0.6688
KIC 9790806,Kepler-1066 b,1.93155546,131.76708,1.614
KIC 9813499,Kepler-868 b,5.03257009,137.32638,4.213
KIC 9818381,Kepler-43 b,3.024092505,132.4168573,2.8021
KIC 9820483,Kepler-740 b,3.584101048,170.427829,2.7316
KIC 9821454,Kepler-59 b,11.8693144,137.721,4.653
KIC 9821454,Kepler-59 c,17.9776037,147.7515,4.605
KIC 9823457,Kepler-259 b,8.11528727,174.52257,3.211
KIC 9823519,Kepler-1350 b,4.49686066,134.20642,1.7306
KIC 9823519,Kepler-1350 c,1.766789509,133.08336,1.3345
KIC 9824805,Kepler-881 b,4.4444826,133.46308,3.686
KIC 9825174,Kepler-1377 b,0.740926358,131.91163,1.0163
KIC 9825625,Kepler-741 b,7.03902016,175.73059,3.8633
KIC 9827149,Kepler-1282 b,2.131945045,133.65547,1.8061
KIC 9828127,Kepler-1564 b,18.0541469,147.7943,4.587
KIC 9834040,Kepler-1044 b,6.77408984,135.95524,2.6215
KIC 9836149,Kepler-66 b,17.8159689,134.4832,3.6765
KIC 9837661,Kepler-1321 b,11.12827427,139.54417,2.6118
KIC 9837661,Kepler-1321 c,2.226496196,133.37195,1.7073
KIC 9837685,Kepler-1247 b,13.71218522,135.51875,2.437
KIC 9838949,Kepler-935 b,4.88084456,136.19585,2.5574
KIC 9844088,Kepler-564 b,3.750832927,171.151696,1.9457
KIC 9851662,Kepler-1252 b,15.0539886,135.53329,4.422
KIC 9872283,Kepler-960 b,3.126861192,133.724959,1.1926
KIC 9872831,Kepler-1572 b,5.49548533,133.63966,2.461
KIC 9873254,Kepler-653 b,14.70749512,175.79267,3.1506
KIC 9873254,Kepler-653 c,0.900375925,133.11787,1.257
KIC 9875711,Kepler-742 b,8.360870704,175.64459,2.7144
KIC 9880190,Kepler-1263 b,4.5513988,133.05954,2.457
KIC 9881662,Kepler-140 b,3.254277742,172.66256,2.9903
KIC 9883606,Kepler-1598 b,4.34195312,134.18767,2.598
KIC 9884104,Kepler-219 b,4.585466941,169.86095,3.4437
KIC 9885417,Kepler-1446 b,0.689967868,131.63498,1.1688
KIC 9886361,Kepler-403 b,7.03146295,134.4525,5.922
KIC 9886361,Kepler-403 d,13.61165024,144.16808,7.617
KIC 9886661,Kepler-905 b,5.082748362,133.21176,1.7732
KIC 9892816,Kepler-342 b,15.17026921,132.6655,4.3311
KIC 9892816,Kepler-342 e,1.644221032,131.75241,2.9122
KIC 9893318,Kepler-1307 b,18.0161227,145.24169,4.016
KIC 9895006,Kepler-936 b,10.56137217,133.76396,3.2645
KIC 9904006,Kepler-361 b,8.48651582,138.01698,5.267
KIC 9907129,Kepler-1436 b,9.705693,140.3709,7.702
KIC 9909735,Kepler-318 b,4.66271902,134.08296,2.757
KIC 9909735,Kepler-318 c,11.8150174,133.08929,2.834
KIC 9941066,Kepler-898 b,5.87063416,137.24813,2.5736
KIC 9941662,Kepler-13 b,1.763587535,120.5659254,3.16877
KIC 9941859,Kepler-178 b,9.57665962,176.683759,3.3603
KIC 9946525,Kepler-148 b,1.729367077,133.81929,1.7442
KIC 9946525,Kepler-148 c,4.180048081,173.719249,2.4479
KIC 9950612,Kepler-220 b,4.159816554,133.78616,1.6261
KIC 9950612,Kepler-220 c,9.034190783,171.015329,1.5501
KIC 9956082,Kepler-1557 b,3.74031708,134.70305,2.394
KIC 9958962,Kepler-616 b,9.99760285,171.78828,3.4423
KIC 9962455,Kepler-1336 c,5.77721259,137.16696,2.462
KIC 9963524,Kepler-221 b,2.79590004,132.72971,2.056
KIC 9963524,Kepler-221 c,5.69059163,174.04885,2.557
KIC 9963524,Kepler-221 d,10.04157214,137.08442,2.6577
KIC 9963524,Kepler-221 e,18.36974658,131.86573,2.939
KIC 9964801,Kepler-654 b,13.72462702,180.64807,6.9758
KIC 9965957,Kepler-1011 b,5.75321539,136.75617,1.7948
KIC 9967771,Kepler-990 b,9.91724268,135.1389,3.2241
KIC 9967771,Kepler-990 c,0.53835407,131.64999,1.5045
KIC 9995402,Kepler-1361 b,3.57551429,132.86125,2.364
KIC 10000941,Kepler-1558 b,3.50472344,133.72225,1.9464
KIC 10001368,Kepler-1344 b,4.76831033,134.86116,3.2363
KIC 10002866,Kepler-222 b,3.936993144,169.650592,1.887
KIC 10002866,Kepler-222 c,10.08881066,173.083353,1.7726
KIC 10004519,Kepler-894 b,9.80321143,363.98686,4.4617
KIC 10004738,Kepler-310 b,13.93068791,134.42851,2.312
KIC 10005788,Kepler-1022 b,10.99470891,137.35769,1.5929
KIC 10018233,Kepler-1306 b,16.2959916,133.90784,2.116
KIC 10019643,Kepler-163 b,7.81100952,132.30566,3.231
KIC 10019708,Kepler-490 b,3.268695042,137.4817205,3.45188
KIC 10022908,Kepler-900 b,6.99130452,135.46291,2.1568
KIC 10024051,Kepler-1228 b,0.577369336,132.425795,1.0852
KIC 10024701,Kepler-1046 b,14.37504582,139.05924,3.208
KIC 10027323,Kepler-309 b,5.92365747,134.68361,2.6302
KIC 10028535,Kepler-1259 b,0.663085361,131.97961,1.1522
KIC 10055126,Kepler-311 b,9.17617167,138.71393,4.2642
KIC 10057494,Kepler-1443 b,2.41810158,132.38894,2.144
KIC 10059645,Kepler-1265 b,6.49441464,132.25189,2.344
KIC 10063208,Kepler-1583 b,9.3281912,132.85459,3.991
KIC 10068659,Kepler-1287 b,11.47685263,139.63194,2.756
KIC 10070468,Kepler-1297 b,1.68189051,133.07951,2.992
KIC 10080248,Kepler-939 b,14.8783945,142.96841,7.491
KIC 10089911,Kepler-1543 b,6.96704926,138.24776,3.73
KIC 10122538,Kepler-1388 b,12.2854718,131.90073,2.996
KIC 10122538,Kepler-1388 c,5.53609368,131.88286,2.2942
KIC 10123064,Kepler-565 b,4.243748097,173.563074,3.3603
KIC 10130039,Kepler-334 b,5.47033376,131.49548,3.1441
KIC 10130039,Kepler-334 c,12.75800092,133.95888,4.1828
KIC 10132832,Kepler-1186 b,16.07673148,143.39091,2.205
KIC 10136549,Kepler-337 b,3.29276797,133.00741,4.8069
KIC 10136549,Kepler-337 c,9.69315023,132.81362,5.6725
KIC 10141900,Kepler-763 b,1.196548464,132.53363,1.2592
KIC 10153855,Kepler-1037 b,1.06378861,131.52465,1.072
KIC 10154388,Kepler-744 b,12.06222962,138.22229,2.0584
KIC 10157458,Kepler-764 b,7.33685101,138.5829,3.548
KIC 10166274,Kepler-267 b,3.353732008,134.869597,1.4598
KIC 10166274,Kepler-267 c,6.877446033,132.08426,1.3692
KIC 10187017,Kepler-102 b,5.28691996,135.85427,2.579
KIC 10187017,Kepler-102 c,7.07136119,139.98763,2.757
KIC 10187017,Kepler-102 d,10.31174786,134.07991,3.1818
KIC 10187017,Kepler-102 e,16.145671932,134.754877,3.7236
KIC 10187159,Kepler-989 b,7.96431492,136.81646,1.5342
KIC 10190777,Kepler-1019 b,1.411230023,132.641925,1.4325
KIC 10203349,Kepler-1144 b,17.14648756,140.66122,4.2354
KIC 10212441,Kepler-1199 b,15.0447098,133.20895,5.823
KIC 10214162,Kepler-941 b,17.42393582,148.82614,4.929
KIC 10227020,Kepler-223 b,7.38443269,137.47412,5.7351
KIC 10227020,Kepler-223 c,9.84824649,138.38845,5.7471
