kepid,kepler_name,koi_period,koi_time0bk,koi_duration
KIC 10227020,Kepler-223 d,14.78767172,176.79399,6.1191
KIC 10264660,Kepler-14 b,6.790120801,138.088199,6.0437
KIC 10265898,Kepler-656 b,1.260258822,170.408984,1.8594
KIC 10266615,Kepler-587 b,10.94026745,170.30551,2.3494
KIC 10271806,Kepler-224 b,3.13295351,135.67494,2.2207
KIC 10271806,Kepler-224 c,5.924993927,169.71629,2.8874
KIC 10271806,Kepler-224 d,11.34934848,134.31805,3.1101
KIC 10271806,Kepler-224 e,18.64349986,141.62687,1.8491
KIC 10272640,Kepler-762 b,3.770551475,357.11836,3.8077
KIC 10285631,Kepler-525 b,18.68405716,170.83245,6.9329
KIC 10289119,Kepler-1219 b,16.10474503,135.01186,5.712
KIC 10290666,Kepler-526 b,5.45849914,172.08857,4.0448
KIC 10318874,Kepler-94 b,2.508057497,135.000657,1.1134
KIC 10328393,Kepler-332 b,7.62635494,136.01585,2.4168
KIC 10328393,Kepler-332 c,15.99560373,144.2399,3.471
KIC 10328458,Kepler-1146 b,2.352273912,131.80267,1.7389
KIC 10329835,Kepler-1075 b,1.52373073,131.61813,1.4796
KIC 10330115,Kepler-781 b,13.21409607,140.58492,3.5641
KIC 10332883,Kepler-994 b,1.151166776,133.231766,1.0907
KIC 10337258,Kepler-527 b,13.28536452,169.86052,6.283
KIC 10337517,Kepler-783 b,4.29263699,134.80018,2.7
KIC 10340423,Kepler-225 b,6.73893544,135.28218,2.813
KIC 10340423,Kepler-225 c,18.79418506,177.79426,3.2906
KIC 10353968,Kepler-623 b,9.07098164,178.3435,2.6903
KIC 10358759,Kepler-29 b,10.3392408,170.38549,3.075
KIC 10358759,Kepler-29 c,13.28689997,172.11932,3.2825
KIC 10386984,Kepler-658 b,1.287076693,169.815491,1.4942
KIC 10388286,Kepler-617 b,1.682695938,170.453117,1.3867
KIC 10395381,Kepler-659 b,17.6717714,186.3704,3.4202
KIC 10397751,Kepler-1371 b,3.4462125,132.22894,2.101
KIC 10397751,Kepler-1371 c,2.005414293,133.24526,1.934
KIC 10404582,Kepler-362 b,10.32736351,139.37228,1.889
KIC 10407482,Kepler-1577 b,6.30558387,131.53058,2.619
KIC 10418224,Kepler-40 b,6.8731664,172.518826,6.8569
KIC 10426656,Kepler-272 b,2.97136658,134.38662,2.716
KIC 10426656,Kepler-272 c,6.05729966,135.92756,3.7419
KIC 10426656,Kepler-272 d,10.93725572,136.98549,3.0822
KIC 10454313,Kepler-588 b,4.221626193,173.699895,3.0619
KIC 10460984,Kepler-164 b,5.03505665,132.65597,1.804
KIC 10460984,Kepler-164 c,10.94577783,176.71834,3.0937
KIC 10464050,Kepler-981 b,4.469754641,131.84402,1.813
KIC 10468885,Kepler-1284 b,0.664074145,133.40285,1.0925
KIC 10468940,Kepler-273 b,2.936527336,135.71829,1.771
KIC 10468940,Kepler-273 c,8.01500821,134.8277,3.0137
KIC 10471515,Kepler-1395 b,3.7847507,133.50785,2.924
KIC 10489206,Kepler-125 b,4.164384505,171.087935,1.8464
KIC 10489206,Kepler-125 c,5.77440326,132.96695,1.768
KIC 10489345,Kepler-1167 b,1.003931703,132.09988,1.4361
KIC 10513530,Kepler-589 b,16.54967098,171.69398,4.3808
KIC 10525027,Kepler-1049 b,3.27344784,134.45023,1.7292
KIC 10526549,Kepler-660 b,9.27358173,173.258155,3.2875
KIC 10526887,Kepler-1578 b,1.450889836,132.2306,1.753
KIC 10531955,Kepler-1141 b,2.344512589,132.87316,1.4116
KIC 10538176,Kepler-284 b,12.69905011,184.9868,2.9899
KIC 10549023,Kepler-1112 b,14.36270451,141.435,4.564
KIC 10552611,Kepler-141 b,3.10762684,132.63359,2.361
KIC 10552611,Kepler-141 c,7.0106324,174.57542,3.0688
KIC 10554999,Kepler-179 b,2.735900074,171.0964,1.9359
KIC 10554999,Kepler-179 c,6.400157105,174.02214,2.0004
KIC 10577994,Kepler-165 b,8.1808949,176.69885,2.7546
KIC 10577994,Kepler-165 c,15.31296388,171.79412,3.0935
KIC 10583066,Kepler-661 b,6.02930329,171.602959,1.5821
KIC 10583761,Kepler-1179 b,2.685054445,132.60443,1.0473
KIC 10585738,Kepler-1415 b,0.636424848,131.68872,0.947
KIC 10585852,Kepler-815 b,8.57504983,140.14063,8.653
KIC 10586004,Kepler-129 b,15.79196594,176.81888,7.2772
KIC 10587105,Kepler-529 b,1.980356674,170.139601,2.4743
KIC 10587105,Kepler-529 c,12.8344771,138.32626,3.846
KIC 10591855,Kepler-1367 b,1.574090323,131.86116,1.5796
KIC 10599206,Kepler-566 b,18.42794957,178.43963,2.9264
KIC 10600261,Kepler-194 b,2.09227115,133.06258,2.4062
KIC 10600261,Kepler-194 c,17.30795548,176.94326,5.1126
KIC 10601284,Kepler-226 b,3.94105221,136.08662,2.5984
KIC 10601284,Kepler-226 c,5.349553819,171.80694,3.0278
KIC 10601284,Kepler-226 d,8.10904807,132.8031,3.596
KIC 10604335,Kepler-283 b,11.00817635,143.22611,2.013
KIC 10615440,Kepler-1622 b,10.8118317,137.13426,2.627
KIC 10616679,Kepler-550 b,8.600099313,172.529281,4.0077
KIC 10617017,Kepler-1121 b,13.15140223,144.16237,5.439
KIC 10619192,Kepler-17 b,1.485710994,132.7935653,2.2874
KIC 10656823,Kepler-195 b,8.30783912,171.17201,3.1516
KIC 10657406,Kepler-969 c,1.682934607,131.96807,1.8846
KIC 10666592,Kepler-2 b,2.204735417,121.3585417,3.88864
KIC 10669994,Kepler-1594 b,2.71603664,132.35962,1.744
KIC 10670119,Kepler-369 b,2.732767897,354.09581,1.1102
KIC 10670119,Kepler-369 c,14.87149773,137.69573,2.4076
KIC 10676014,Kepler-954 b,16.78175788,139.79356,3.7386
KIC 10682541,Kepler-663 b,4.99677968,171.74208,2.1717
KIC 10684670,Kepler-1189 b,3.78861833,134.61419,2.808
KIC 10686864,Kepler-917 b,2.97041801,133.39136,2.2369
KIC 10714072,Kepler-1541 b,8.40693068,133.42739,1.866
KIC 10717241,Kepler-551 b,12.37646897,179.404945,2.7075
KIC 10718726,Kepler-618 b,3.595769013,170.36915,3.1569
KIC 10722485,Kepler-1588 b,7.84931877,134.8747,3.747
KIC 10723367,Kepler-375 b,12.12580644,142.10763,3.289
KIC 10723750,Kepler-117 b,18.79591276,145.821854,7.5235
KIC 10730034,Kepler-285 b,2.633852528,134.56431,2.0206
KIC 10730034,Kepler-285 c,6.18670882,136.63308,2.909
KIC 10730070,Kepler-1590 b,7.61758198,137.50008,3.545
KIC 10730703,Kepler-1191 b,5.60013327,135.96495,2.6508
KIC 10744335,Kepler-810 b,4.59726613,136.47837,2.909
KIC 10748390,Kepler-3 b,4.887803076,124.8130808,2.36255
KIC 10777591,Kepler-1637 b,6.10968225,133.80253,5.735
KIC 10788461,Kepler-1530 b,2.5903958,132.3011,2.088
KIC 10788461,Kepler-1530 c,5.3235335,133.0952,2.714
KIC 10797460,Kepler-227 b,9.48803557,170.53875,2.9575
KIC 10813132,Kepler-1215 b,4.76702759,132.69368,2.013
KIC 10842192,Kepler-1329 b,9.33648141,140.67893,2.5449
KIC 10843590,Kepler-153 b,18.87022157,178.71167,3.1404
KIC 10854546,Kepler-1099 b,2.168451063,132.14107,1.458
KIC 10854555,Kepler-664 b,2.525591777,171.59555,1.6545
KIC 10854768,Kepler-812 b,10.1171684,137.44489,4.6677
KIC 10857519,Kepler-1084 b,2.053341891,134.51606,2.596
KIC 10858691,Kepler-286 b,1.796320953,133.33662,1.9139
KIC 10858691,Kepler-286 c,3.468073,136.00831,2.361
KIC 10858691,Kepler-286 d,5.9142668,133.49193,2.661
KIC 10858832,Kepler-552 b,5.263415218,174.351207,2.1446
KIC 10863608,Kepler-1210 b,8.07127043,137.76604,2.393
KIC 10872983,Kepler-228 b,2.56658897,179.55437,2.429
KIC 10872983,Kepler-228 c,4.13443512,172.97937,3.1402
KIC 10872983,Kepler-228 d,11.09432054,171.20116,4.5945
KIC 10873260,Kepler-590 b,5.852968845,171.181624,4.5973
KIC 10874614,Kepler-6 b,3.234699282,121.4865708,3.59385
KIC 10875245,Kepler-107 b,3.180027898,133.49863,3.5797
KIC 10875245,Kepler-107 c,4.90144976,138.60548,4.1654
KIC 10875245,Kepler-107 d,7.95825328,137.80219,4.377
KIC 10875245,Kepler-107 e,14.74914825,138.77799,6.0995
KIC 10878263,Kepler-414 b,4.699652821,177.61519,2.553
KIC 10878263,Kepler-414 c,7.170710381,176.666844,2.9225
KIC 10879038,Kepler-918 b,4.8538404,135.09902,3.198
KIC 10880507,Kepler-1390 b,6.4802138,132.8598,3.27
KIC 10904857,Kepler-488 b,3.120828136,139.466594,2.1878
KIC 10905239,Kepler-101 b,3.487688776,170.932217,3.83661
KIC 10905239,Kepler-101 c,6.02977241,132.48162,3.961
KIC 10905746,Kepler-1651 b,9.8786461,138.41159,1.8915
KIC 10905911,Kepler-1339 b,1.34155642,132.73743,1.6462
KIC 10909127,Kepler-1138 b,3.17059731,132.67813,1.6686
KIC 10910878,Kepler-229 b,6.252962249,171.30126,2.5819
KIC 10910878,Kepler-229 c,16.06864674,173.621937,3.5347
KIC 10916600,Kepler-1293 b,5.57654782,136.42668,3.673
KIC 10924562,Kepler-1422 b,18.6052046,149.0376,6.829
KIC 10925104,Kepler-114 b,5.188563677,145.362252,2.3683
KIC 10925104,Kepler-114 c,8.041347775,143.038292,2.6332
KIC 10925104,Kepler-114 d,11.776132317,142.705753,2.8971
KIC 10933561,Kepler-133 b,8.12999858,134.10067,2.1492
KIC 10934674,Kepler-567 b,16.54295261,169.65031,3.8516
KIC 10937029,Kepler-553 b,4.030466786,171.092308,2.7734
KIC 10963065,Kepler-408 b,2.465024332,132.68122,1.262
KIC 10963242,Kepler-814 b,6.1469956,135.07385,3.3153
KIC 10973664,Kepler-619 b,5.40426917,172.18553,2.5315
KIC 10973664,Kepler-619 c,1.208462378,133.67712,1.544
KIC 10975146,Kepler-808 b,0.63133171,133.94488,1.1487
KIC 10978763,Kepler-339 b,4.97760447,134.67304,2.5719
KIC 10978763,Kepler-339 c,6.98800953,132.56964,3.103
KIC 10978763,Kepler-339 d,10.55840479,136.34449,3.366
KIC 10982872,Kepler-142 b,2.024143568,170.496204,2.5273
KIC 10982872,Kepler-142 c,4.761705895,170.335759,3.3061
KIC 10984090,Kepler-466 c,3.709214104,133.98318,2.6302
KIC 10987985,Kepler-665 b,16.01308419,176.3608,3.2554
KIC 10989274,Kepler-1645 b,16.17803,132.326,5.18
KIC 10990886,Kepler-568 b,11.023474798,171.114662,1.4814
KIC 10990917,Kepler-919 b,11.04605365,136.44056,4.799
KIC 11014932,Kepler-299 b,2.92721119,133.82725,2.545
KIC 11014932,Kepler-299 c,6.88595222,138.40761,4.148
KIC 11014932,Kepler-299 d,15.0549356,144.575,4.801
KIC 11017901,Kepler-447 b,7.794302043,137.260385,1.1081
KIC 11019987,Kepler-1421 b,6.9131732,138.4219,4.73
KIC 11032227,Kepler-850 b,7.19304935,136.05065,3.407
KIC 11037335,Kepler-300 b,10.44635944,133.27821,2.749
KIC 11037511,Kepler-1281 b,3.11604194,133.84988,1.7763
KIC 11046458,Kepler-424 b,3.311864148,131.7427761,1.4049
KIC 11069176,Kepler-1050 b,15.3789014,143.40629,4.662
KIC 11073351,Kepler-592 b,2.820190603,170.787705,2.554
KIC 11074178,Kepler-1001 b,14.30517579,135.06301,4.535
KIC 11074835,Kepler-1270 b,6.03355539,137.121,10.049
KIC 11075737,Kepler-97 b,2.586639524,171.842572,2.253
KIC 11080405,Kepler-386 b,12.3101351,141.8765,3.797
KIC 11086270,Kepler-110 b,12.69104387,137.12594,3.7727
KIC 11090556,Kepler-1398 b,2.7881793,131.84558,3.397
KIC 11090556,Kepler-1398 c,4.13827684,133.2285,3.449
KIC 11100383,Kepler-532 b,12.92489803,170.78679,2.6811
KIC 11121752,Kepler-380 b,3.93083997,135.19393,2.932
KIC 11121752,Kepler-380 c,7.63008196,137.07948,2.78
KIC 11125613,Kepler-1254 b,9.99115241,134.39335,2.657
KIC 11125613,Kepler-1254 c,3.60082855,134.037,1.938
KIC 11125613,Kepler-1254 d,5.72716067,133.96409,2.23
KIC 11125797,Kepler-1482 b,12.25384348,143.70549,2.373
KIC 11127479,Kepler-1349 b,2.12821621,132.48055,3.146
KIC 11129738,Kepler-844 b,2.613020421,133.11283,1.9588
KIC 11134879,Kepler-570 b,4.30165843,172.311001,2.1055
KIC 11135308,Kepler-1352 b,1.877878538,132.26131,2.39
KIC 11153121,Kepler-313 b,14.97031664,134.50507,5.884
KIC 11153539,Kepler-666 b,4.49876511,171.34905,3.7362
KIC 11176127,Kepler-298 b,10.47548084,152.64165,2.3024
KIC 11176166,Kepler-1639 b,9.8788502,134.3829,2.951
KIC 11187436,Kepler-957 b,5.90741476,133.93511,1.016
KIC 11192998,Kepler-166 b,7.650243513,171.972352,2.752
KIC 11192998,Kepler-166 d,1.55400389,169.830304,1.7664
KIC 11193263,Kepler-848 b,6.91134223,136.64878,5.6743
KIC 11236244,Kepler-1246 b,11.32269749,136.05511,3.517
KIC 11241912,Kepler-1473 b,14.42735088,138.84024,4.857
KIC 11244137,Kepler-1402 b,2.03387483,131.91927,3.097
KIC 11250587,Kepler-464 b,7.256962446,134.023923,4.9402
KIC 11253711,Kepler-1031 b,1.226223959,132.6827,2.1689
KIC 11254382,Kepler-843 b,2.05388477,133.73432,2.1635
KIC 11283615,Kepler-1355 b,1.289590179,131.89057,1.3541
KIC 11285870,Kepler-1429 b,4.48494315,135.01836,2.752
KIC 11288051,Kepler-124 b,3.41045981,131.58062,2.866
KIC 11288051,Kepler-124 c,13.82142084,131.79237,3.985
KIC 11295426,Kepler-68 b,5.398752862,173.858666,3.4303
KIC 11295426,Kepler-68 c,9.60505976,136.37863,3.0063
KIC 11298298,Kepler-956 b,5.248667607,135.516708,1.917
KIC 11308499,Kepler-366 b,3.28192056,132.42485,2.917
KIC 11308499,Kepler-366 c,12.51610549,135.03333,4.853
KIC 11336883,Kepler-853 b,7.16893064,135.67854,4.6766
KIC 11337372,Kepler-920 b,6.53194024,136.03223,3.3351
KIC 11337566,Kepler-1298 b,7.12815163,136.88006,5.522
KIC 11348997,Kepler-1089 b,5.132486123,132.15985,1.4575
KIC 11356260,Kepler-851 b,8.50698069,134.64421,2.938
KIC 11358389,Kepler-365 b,10.66489514,132.00872,3.159
KIC 11358389,Kepler-365 c,17.7838298,146.91035,3.997
KIC 11359879,Kepler-15 b,4.942783419,136.3294353,3.25346
KIC 11361646,Kepler-524 b,7.97420583,174.52718,5.3503
KIC 11361646,Kepler-524 c,1.88899036,132.09517,3.486
KIC 11389771,Kepler-301 b,2.508553286,135.0112,2.2664
KIC 11389771,Kepler-301 c,5.41908491,131.6422,2.3379
KIC 11389771,Kepler-301 d,13.75129636,144.61389,3.853
KIC 11391957,Kepler-668 b,8.35389523,171.63257,2.2514
KIC 11401182,Kepler-845 b,0.927859786,133.905978,1.4279
KIC 11401755,Kepler-36 b,13.84984567,141.64914,7.2783
KIC 11401755,Kepler-36 c,16.23191704,171.67758,7.461
KIC 11401767,Kepler-372 b,6.84978728,134.66167,4.919
KIC 11402995,Kepler-481 b,10.06083238,138.96723,4.5718
KIC 11403044,Kepler-669 b,4.125543472,169.752585,3.1744
KIC 11403339,Kepler-1117 b,4.79029482,134.95277,2.7219
KIC 11403530,Kepler-1412 b,3.61460332,133.09123,3.227
KIC 11410904,Kepler-1131 b,3.53232429,134.74727,2.765
KIC 11413812,Kepler-998 b,5.65378163,131.71154,1.9483
KIC 11414465,Kepler-1363 b,2.94194296,133.1044,2.056
KIC 11414511,Kepler-670 b,2.816504904,170.9676846,2.50587
KIC 11442793,Kepler-90 b,7.00821787,137.67164,3.812
KIC 11442793,Kepler-90 c,8.71980135,139.52134,3.7454
KIC 11446443,Kepler-1 b,2.470613377,122.763305,1.74319
KIC 11450414,Kepler-347 b,12.7983174,133.64979,6.401
KIC 11453592,Kepler-1319 b,2.8867624,131.66592,0.9879
KIC 11455181,Kepler-1437 b,10.9294815,141.5034,5.893
KIC 11457726,Kepler-1070 b,6.22161107,131.99094,3.4117
KIC 11460018,Kepler-671 b,4.280963604,171.89659,2.875
KIC 11460462,Kepler-1104 b,5.03728033,134.1094,2.0619
KIC 11461433,Kepler-1222 b,1.916940872,132.46734,1.4243
KIC 11461844,Kepler-1207 b,13.6823798,139.18611,4.153
KIC 11493431,Kepler-847 b,2.343230566,133.20732,2.0424
KIC 11495458,Kepler-1190 b,10.45839865,137.65416,3.154
KIC 11497958,Kepler-296 b,10.8644095,131.12833,1.853
KIC 11497958,Kepler-296 c,5.841636615,135.92315,1.8734
KIC 11497977,Kepler-571 b,4.79860021,173.257466,3.0384
KIC 11499192,Kepler-1433 b,4.13592927,133.53763,2.377
KIC 11502867,Kepler-426 b,3.217518511,133.6320632,2.11481
KIC 11508644,Kepler-1426 b,14.2563272,133.40971,4.796
KIC 11509504,Kepler-1573 b,2.61576515,131.97896,2.777
KIC 11512246,Kepler-23 b,7.10695741,138.32271,5.1462
KIC 11512246,Kepler-23 c,10.74241765,133.2867,6.0633
KIC 11512246,Kepler-23 d,15.27443889,147.57983,6.0765
KIC 11517719,Kepler-840 b,2.495780169,135.336948,4.2721
KIC 11521793,Kepler-143 b,16.00747237,142.63787,1.267
KIC 11547505,Kepler-922 b,0.938466959,135.600698,1.3015
KIC 11547513,Kepler-134 b,5.317440164,171.875619,2.9331
KIC 11547513,Kepler-134 c,10.10575764,135.50958,2.0138
KIC 11551692,Kepler-411 b,3.005156911,137.103362,2.0747
KIC 11551692,Kepler-411 c,7.834433676,135.222143,2.89
KIC 11554435,Kepler-63 b,9.43414171,177.84346,2.8112
KIC 11565924,Kepler-1364 b,13.32191461,142.7235,6.213
KIC 11568987,Kepler-534 b,15.95995611,171.52098,4.3149
KIC 11569782,Kepler-1150 b,2.787874175,133.90417,2.0348
KIC 11572193,Kepler-1428 b,10.6761592,140.59136,4.594
KIC 11600889,Kepler-407 b,0.669310092,134.131388,1.6274
KIC 11601584,Kepler-324 b,4.38536428,139.22548,2.5126
KIC 11611275,Kepler-1574 b,6.94245216,135.95819,3.491
KIC 11611600,Kepler-842 b,1.219568047,133.460233,1.5681
KIC 11612280,Kepler-1587 b,9.4061364,137.7073,4.882
KIC 11621223,Kepler-535 b,4.903321801,172.900587,2.8887
KIC 11624249,Kepler-536 b,1.82708193,170.52583,1.96401
KIC 11650401,Kepler-1614 b,3.94660745,132.24892,2.705
KIC 11651712,Kepler-1479 b,14.53260546,140.4685,2.4212
KIC 11656246,Kepler-885 b,18.11473813,147.4904,5.2706
KIC 11656721,Kepler-594 b,13.64617478,180.34991,3.4098
KIC 11657614,Kepler-1481 b,5.94228603,133.804,2.169
KIC 11657891,Kepler-1028 b,2.514628496,132.90904,1.6239
KIC 11666881,Kepler-480 b,4.919584997,134.602396,4.1988
KIC 11669239,Kepler-180 b,13.81733587,135.03413,4.261
KIC 11670125,Kepler-1206 b,1.217000383,132.03128,1.3285
KIC 11671579,Kepler-1611 b,5.17624997,133.7381,5.261
KIC 11673802,Kepler-1004 b,5.28790754,135.36119,8.5274
KIC 11701407,Kepler-1214 b,18.8262877,134.70322,2.344
KIC 11709124,Kepler-154 e,3.93276627,134.64964,2.9403
KIC 11709124,Kepler-154 f,9.91937693,136.87361,4.326
KIC 11709244,Kepler-325 b,4.544436472,134.90159,1.8141
KIC 11709244,Kepler-325 c,12.76220558,143.73026,2.0688
KIC 11714231,Kepler-1431 b,5.8660127,136.35647,3.985
KIC 11752632,Kepler-1258 b,0.984941669,133.31801,1.9724
KIC 11754553,Kepler-52 b,7.8774163,176.3759,2.0805
KIC 11754553,Kepler-52 c,16.38489988,172.72782,3.0249
KIC 11758544,Kepler-997 b,2.7073064,132.43068,3.4378
KIC 11760860,Kepler-1525 b,2.41660149,131.53713,1.9699
KIC 11764462,Kepler-884 b,5.69919592,136.58738,2.3906
KIC 11804465,Kepler-12 b,4.437962934,171.0091259,4.69813
KIC 11807274,Kepler-50 b,7.81285862,172.6138,4.098
KIC 11807274,Kepler-50 c,9.37663713,136.95319,2.1033
KIC 11810124,Kepler-1471 b,3.63898953,131.78562,2.252
KIC 11811193,Kepler-1163 b,6.11784972,133.61873,3.458
KIC 11812062,Kepler-673 b,3.728732147,171.793255,2.683
KIC 11823054,Kepler-181 b,3.137845914,133.55689,1.91
KIC 11823054,Kepler-181 c,4.302139338,173.438922,2.0289
KIC 11824786,Kepler-1212 b,12.94123564,139.89901,4.636
KIC 11853255,Kepler-674 b,2.243380573,170.679233,1.1196
KIC 11853878,Kepler-968 b,3.69298623,132.73624,1.7744
KIC 11853878,Kepler-968 c,5.70940795,137.12208,1.622
KIC 11853905,Kepler-4 b,3.213668926,123.611878,3.98235
KIC 11904151,Kepler-10 b,0.837491225,131.574858,1.796
KIC 11905011,Kepler-514 b,5.65178922,172.27915,3.0933
KIC 11918099,Kepler-675 b,2.337437946,171.761982,1.9982
KIC 11923270,Kepler-676 b,11.59822233,180.395376,2.5237
KIC 11923284,Kepler-1061 b,2.757977384,131.87907,2.1489
KIC 11954842,Kepler-883 b,12.98494603,139.78207,3.4497
KIC 11960862,Kepler-677 b,6.575315881,173.634044,4.3084
KIC 11962284,Kepler-1302 b,8.83929462,135.54125,1.719
KIC 11963206,Kepler-1357 b,3.00912491,131.62696,2.228
KIC 11968463,Kepler-385 b,10.04378351,353.61859,5.548
KIC 11968463,Kepler-385 c,15.1622287,144.474,7.332
KIC 12008872,Kepler-1327 b,14.8877665,141.95432,4.981
KIC 12019440,Kepler-485 b,3.24325988,133.6690203,3.03318
KIC 12020329,Kepler-678 b,7.275040844,169.994217,7.5377
KIC 12021625,Kepler-1404 b,15.9314412,141.81212,2.435
KIC 12024120,Kepler-507 b,3.568099612,169.74278,3.2131
KIC 12055539,Kepler-1448 b,12.27057043,137.57434,3.002
KIC 12056139,Kepler-1449 b,13.2274753,137.71768,6.356
KIC 12058147,Kepler-1082 b,1.54320541,131.5554,2.5779
KIC 12058204,Kepler-373 b,5.53533152,132.76087,2.793
KIC 12058204,Kepler-373 c,16.7261969,143.74673,2.708
KIC 12058931,Kepler-182 b,9.82578495,131.42495,5.2498
KIC 12061222,Kepler-572 b,17.20522898,175.05878,3.6688
KIC 12066335,Kepler-231 b,10.06524317,136.28906,1.369
KIC 12068975,Kepler-197 b,5.59931543,171.47391,3.8944
KIC 12068975,Kepler-197 c,10.34973276,174.06193,4.4859
KIC 12068975,Kepler-197 d,15.67750191,179.47311,5.5082
KIC 12070811,Kepler-679 b,12.3935651,178.74725,3.8896
KIC 12110942,Kepler-680 b,3.689920099,170.36571,2.6557
KIC 12116380,Kepler-1123 b,4.3394569,132.80309,2.3652
KIC 12120307,Kepler-394 b,8.00504749,138.71228,3.32
KIC 12120307,Kepler-394 c,12.13070414,139.89855,3.843
KIC 12120484,Kepler-1226 b,17.2922631,135.75448,7.042
KIC 12154526,Kepler-1047 c,3.18899015,133.52624,2.722
KIC 12159249,Kepler-889 b,3.74443645,133.55997,2.9191
KIC 12164564,Kepler-1343 b,3.35184041,131.64441,1.9855
KIC 12206313,Kepler-401 b,14.3832267,140.57648,8.378
KIC 12252424,Kepler-113 b,4.75400072,128.547155,2.5394
KIC 12252424,Kepler-113 c,8.925079516,139.71389,2.6766
KIC 12254378,Kepler-1217 b,2.032319072,132.32157,1.6762
KIC 12254909,Kepler-1213 b,5.349791,133.8836,4.279
KIC 12301181,Kepler-1076 b,6.14728341,134.87289,2.7645
KIC 12302530,Kepler-155 b,5.931196562,174.796908,2.4999
KIC 12306058,Kepler-391 b,7.41683033,137.96389,7.274
KIC 12314973,Kepler-450 c,15.4130812,136.94324,6.6358
KIC 12314973,Kepler-450 d,7.5143967,136.1851,4.865
KIC 12366084,Kepler-232 b,4.431238488,171.015,3.15
KIC 12366084,Kepler-232 c,11.37936986,133.84992,2.6255
KIC 12401863,Kepler-1193 b,2.832647249,131.82642,2.306
KIC 12404954,Kepler-537 b,3.247548814,171.27807,2.5146
KIC 12405333,Kepler-1409 b,0.764863517,132.13343,1.16
KIC 12416661,Kepler-1434 b,8.05337912,134.9588,5.382
KIC 12453581,Kepler-1234 b,11.94019101,136.55603,2.866
KIC 12454461,Kepler-1248 b,7.46718958,136.39348,3.633
KIC 12456601,Kepler-1334 b,15.64588656,146.04926,3.959
KIC 12459913,Kepler-620 b,12.91385906,177.27535,5.3685
KIC 12470844,Kepler-233 b,8.47237911,174.16212,2.7245
KIC 12470954,Kepler-554 b,1.902208647,170.449657,2.19877
KIC 12505503,Kepler-1563 b,3.4327371,132.92055,4.001
KIC 12506770,Kepler-895 b,2.806243488,133.7314,1.6271
KIC 12557548,Kepler-1520 b,0.65355361,132.058957,1.63
KIC 12602568,Kepler-897 b,8.04727721,137.2073,5.159
KIC 12644822,Kepler-682 b,12.611904345,180.892284,5.1497
KIC 12784167,Kepler-1522 b,1.847892736,132.19915,1.8904
KIC 12834874,Kepler-574 b,7.65880048,173.03964,3.0427
